Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,hconres106-111,hconres309-111,hr1017-112,hr1023-112,hr1063-111,hr1102-112,hr1108-111,hr1143-111,hr1149-112,hr1158-111,hr1242-112,hr1287-112,hr1337-111,hr1364-113,hr1367-112,hr1372-112,hr1380-112,hr1382-111,hr1391-116,hr142-112,hr1431-111,hr1436-112,hr1462-111,hr1476-111,hr1499-112,hr1520-112,hr1587-113,hr1597-112,hr1598-112,hr1622-111,hr1664-112,hr1682-112,hr1689-111,hr1696-111,hr1710-112,hr1742-111,hr1748-112,hr1756-112,hr1777-112,hr1794-111,hr1807-112,hr1835-111,hr1847-111,hr1861-112,hr1868-112,hr1870-112,hr1875-112,hr1881-113,hr1890-112,hr1900-113,hr1906-111,hr1914-112,hr1918-111,hr1937-111,hr1938-112,hr1944-114,hr1965-113,hr2-113,hr2008-111,hr2015-111,hr2036-112,hr204-111,hr2075-113,hr2095-112,hr2129-111,hr2133-112,hr2147-111,hr2148-111,hr2170-112,hr2176-112,hr2208-112,hr2211-111,hr2227-111,hr2231-113,hr2234-111,hr2242-113,hr2250-111,hr2260-112,hr230-112,hr2300-111,hr2326-111,hr2353-111,hr2362-111,hr2372-111,hr2395-111,hr2409-111,hr2471-111,hr2539-111,hr254-113,hr2540-111,hr260-111,hr261-112,hr2631-111,hr264-112,hr2662-111,hr2728-113,hr2752-112,hr2768-111,hr2771-113,hr2781-112,hr2782-112,hr2828-111,hr2842-112,hr2846-111,hr2895-111,hr2908-111,hr2938-111,hr2994-112,hr3-113,hr3008-111,hr3009-111,hr301-112,hr3029-111,hr3101-112,hr3165-111,hr3199-112,hr3229-112,hr3246-111,hr3276-111,hr3301-113,hr3302-112,hr3385-111,hr3389-112,hr3407-112,hr3408-112,hr3410-112,hr3429-112,hr3448-111,hr3460-111,hr3488-111,hr3505-111,hr3548-112,hr3574-113,hr3585-111,hr3589-111,hr3598-111,hr3616-111,hr3664-112,hr3683-113,hr3710-112,hr3716-111,hr3748-111,hr3759-112,hr3807-112,hr3822-112,hr3836-111,hr3872-112,hr3879-112,hr3882-112,hr3895-113,hr3900-112,hr3913-112,hr4024-112,hr4025-112,hr4051-116,hr4136-112,hr4155-113,hr4211-112,hr4286-113,hr4301-112,hr4322-112,hr4325-112,hr4349-111,hr4383-112,hr4426-113,hr4471-112,hr4480-112,hr4485-111,hr4553-113,hr4597-111,hr460-112,hr4606-112,hr4622-112,hr4625-112,hr470-112,hr4741-111,hr49-111,hr49-112,hr49-113,hr4905-111,hr4907-111,hr4922-111,hr4942-111,hr4956-113,hr5019-111,hr5062-111,hr513-111,hr5163-111,hr5176-113,hr52-112,hr5213-111,hr5241-111,hr5248-111,hr5267-111,hr527-113,hr5287-111,hr5313-111,hr5352-111,hr5358-111,hr5436-111,hr546-111,hr5470-111,hr5476-111,hr5505-111,hr5506-111,hr5508-111,hr5513-111,hr5519-111,hr5520-111,hr555-113,hr5572-111,hr5607-111,hr5626-111,hr5632-111,hr5634-111,hr5657-111,hr5661-111,hr5666-111,hr5676-111,hr5677-111,hr5697-111,hr5709-111,hr5716-111,hr5745-112,hr5780-111,hr5789-111,hr5814-113,hr5821-111,hr5866-111,hr5899-111,hr5922-111,hr5979-111,hr6-113,hr6047-112,hr6063-110,hr6082-112,hr612-112,hr6124-111,hr6168-112,hr6247-112,hr6264-110,hr6275-112,hr6314-112,hr6316-110,hr6343-111,hr6344-111,hr6384-110,hr6385-110,hr6386-111,hr6402-111,hr6501-112,hr6533-112,hr6554-112,hr6564-111,hr6578-112,hr6603-112,hr6631-112,hr6758-110,hr6763-115,hr678-113,hr6899-110,hr70-113,hr7304-116,hr7316-110,hr748-112,hr787-113,hr795-112,hr83-113,hr8582-116,hr875-113,hr889-111,hr890-111,hr896-111,hr909-112,hr92-113,hr964-112,hres1123-111,hres1347-111,hres140-112,hres162-112,hres579-112,hres58-113,hres606-112,s1000-112,s1001-112,s1027-112,s1043-112,s1067-112,s1096-111,s1108-112,s1113-112,s1134-111,s1142-112,s1148-111,s1172-111,s1220-112,s1240-113,s1273-113,s1294-112,s1320-112,s1321-112,s1333-111,s1343-112,s1350-111,s1351-112,s1408-111,s1419-113,s1462-111,s1491-113,s1510-112,s1517-111,s152-112,s1555-112,s1574-111,s1575-111,s1586-112,s1600-113,s1602-111,s1614-116,s1621-111,s1623-111,s1672-111,s17-113,s1700-111,s171-112,s1713-111,s1720-112,s1758-111,s1807-112,s1812-112,s1833-115,s1840-116,s1863-112,s19-111,s1988-112,s20-111,s203-112,s2041-112,s205-112,s2052-111,s2058-112,s2100-112,s2146-112,s2176-112,s2199-112,s2229-112,s2248-112,s2262-113,s2284-116,s2287-113,s2365-112,s2374-112,s26-113,s2773-111,s2776-111,s2790-115,s2818-111,s283-111,s284-111,s2843-111,s2891-111,s290-111,s2900-111,s2993-111,s3001-110,s3021-111,s3056-111,s306-111,s306-113,s3060-111,s3079-111,s3080-112,s3177-111,s3226-111,s3284-112,s3297-110,s3322-111,s3329-111,s3343-111,s3344-111,s3358-111,s338-112,s3383-112,s3385-111,s3391-111,s3404-112,s3409-111,s3410-111,s3431-111,s3433-111,s3434-111,s3437-112,s3438-112,s3443-111,s3445-112,s3460-111,s3461-111,s3464-111,s3469-112,s3482-111,s3492-111,s3497-111,s3509-111,s351-112,s3514-111,s3516-111,s352-112,s3535-111,s3541-111,s3542-111,s3570-111,s3571-111,s3576-111,s3584-111,s3589-111,s3591-111,s3601-111,s3618-111,s3629-112,s3643-111,s3646-110,s3649-111,s3663-111,s3725-110,s3727-115,s3738-111,s3763-111,s3815-111,s3936-111,s398-112,s4-112,s405-112,s45-113,s499-111,s499-112,s5-111,s503-111,s519-112,s523-111,s531-111,s539-111,s548-111,s559-112,s570-111,s581-116,s600-112,s612-112,s621-112,s629-112,s630-112,s631-112,s661-111,s672-111,s689-112,s699-112,s706-112,s719-111,s734-112,s761-113,s774-111,s783-111,s783-113,s807-111,s812-113,s826-111,s835-111,s855-111,s861-111,s913-113,s916-112,s917-112,s920-112,s923-111,s926-112,s937-112,s940-112,s949-112,s953-112,s959-111,s967-111,s99-112,s995-111,sres454-112,sres523-111,sres608-111,sres77-112
153,153,N000185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,Yes,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,,Yes,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,154,P000596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,155,P000373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,,Yes,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,Not Voting,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,156,R000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,Not Voting,,,,,,No,,,,,,,,,,,Not Voting,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Voting,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157,R000587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,,Yes,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,158,R000589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,,Yes,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,159,S000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,,,,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,160,S000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,Yes,,,,,,No,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Not Voting,,,,,,,,,,,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161,S001188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,,Yes,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,162,T000473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,163,V000128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,164,W000796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,,Not Voting,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Not Voting,,,,,,,,,,,,,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,165,W000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Not Voting,,,,,,,No,,,,,,,No,,,,,,Yes,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Not Voting,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166,Y000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,167,B001269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,,Yes,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,168,B000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,Not Voting,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,,Yes,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Not Voting,,,,,,,,,,,,,Yes,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,169,B000287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,Yes,,,,,,No,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,No,,,,,,,,,,Not Voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,170,B001293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,171,B001273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,,Yes,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,172,B001243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
